MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
164.1376,525.4259,71.0102,0.0275,0.0,0.0014,0.0099,0.031,0.0687,1.1456,0.0401,0.0466,0.0966,0.0993,0.1835,22.8325,0.5249,0.6535,-2.7289,0.4485,3.663,0.4612
220.3486,257.697,96.1796,0.0224,0.0001,0.0076,0.0068,0.0552,0.0194,0.1236,0.0251,0.0685,0.1315,0.0621,0.2034,22.5923,0.4447,0.709,-6.8989,0.3223,2.907,0.3481
119.0202,432.7506,123.8675,0.0242,0.0002,0.018,0.0111,0.005,0.0923,1.1133,0.0399,0.0301,0.1176,0.0427,0.1238,8.8307,0.6075,0.6041,-3.0568,0.0981,3.4348,0.3037
123.6528,507.9682,86.7152,0.0127,0.0002,0.0076,0.0076,0.028,0.0729,0.8539,0.0371,0.065,0.0346,0.1007,0.0917,20.8908,0.6825,0.5837,-4.0087,0.2292,3.2574,0.3098
131.6794,242.0247,80.2846,0.0085,0.0002,0.0099,0.0161,0.0417,0.0616,0.7267,0.0236,0.0388,0.0523,0.0262,0.1081,26.992,0.6135,0.5805,-3.0839,0.3464,3.3681,0.4591
204.7003,127.7624,109.6233,0.0263,0.0,0.0146,0.0128,0.0229,0.0826,0.1519,0.0302,0.075,0.0903,0.1673,0.2541,20.2325,0.5817,0.5876,-3.126,0.3555,3.6682,0.2878
184.9894,222.8561,72.2693,0.0152,0.0001,0.0104,0.015,0.0167,0.0581,1.1646,0.0419,0.0519,0.0711,0.1579,0.0734,28.2501,0.525,0.8001,-3.0953,0.1069,2.9591,0.1486
185.2661,119.7695,87.4534,0.0059,0.0002,0.0051,0.0012,0.0546,0.1167,0.9643,0.0109,0.0707,0.0832,0.101,0.0189,18.2781,0.3231,0.704,-3.1939,0.1607,2.2364,0.4532
216.9702,446.9076,145.1441,0.0035,0.0001,0.0014,0.0195,0.0423,0.026,0.1128,0.0363,0.0065,0.07,0.0939,0.016,28.1197,0.6463,0.8089,-5.6017,0.2288,2.6874,0.3803
171.2497,430.1084,131.8607,0.0162,0.0002,0.0168,0.011,0.0103,0.0992,0.4571,0.0253,0.0638,0.0167,0.0413,0.2611,24.4207,0.5332,0.6894,-3.8792,0.2989,3.5072,0.206
148.4255,231.0451,84.5488,0.022,0.0002,0.02,0.0147,0.0206,0.022,0.5245,0.0211,0.0775,0.0325,0.0679,0.2326,11.283,0.4542,0.8028,-6.9497,0.3353,3.4415,0.3586
173.9071,324.3748,118.2257,0.0023,0.0002,0.0153,0.0155,0.0549,0.0479,0.8852,0.0446,0.0486,0.0726,0.0219,0.0194,12.7807,0.5098,0.739,-4.7476,0.0763,2.5121,0.4421
130.0485,211.4462,92.3466,0.0112,0.0002,0.0093,0.0182,0.0082,0.0212,0.6217,0.0128,0.0128,0.0382,0.0662,0.2663,28.0359,0.3742,0.5872,-5.9995,0.0977,3.0104,0.4341
96.8987,386.3755,76.2933,0.019,0.0002,0.0124,0.0096,0.0234,0.0135,0.5037,0.0144,0.0116,0.1042,0.1042,0.0869,13.4737,0.508,0.8234,-3.9913,0.2087,1.9234,0.187
99.7555,427.534,72.6041,0.0216,0.0001,0.0189,0.0065,0.0436,0.0432,0.8368,0.0154,0.0287,0.0797,0.1477,0.1804,14.5494,0.2641,0.7936,-3.5155,0.4479,2.7622,0.4306
176.7919,119.166,118.8549,0.0094,0.0002,0.0047,0.0127,0.0641,0.0154,0.4997,0.054,0.0752,0.0773,0.1236,0.2198,22.7354,0.2931,0.5965,-3.0289,0.2657,3.5299,0.269
123.9222,455.38,178.9394,0.0308,0.0,0.0194,0.0066,0.0488,0.069,0.9714,0.0407,0.0396,0.0621,0.1282,0.2318,27.6374,0.3365,0.7371,-4.4731,0.2968,3.223,0.4688
95.1627,344.4283,147.9165,0.0084,0.0002,0.0194,0.0128,0.0104,0.0579,0.1764,0.0214,0.0496,0.0397,0.09,0.1704,28.0986,0.277,0.6233,-7.0132,0.2052,3.1083,0.3999
92.6477,240.1167,68.4694,0.0243,0.0001,0.0177,0.0027,0.0453,0.0227,0.3904,0.031,0.0091,0.0214,0.1363,0.2519,26.486,0.3778,0.7133,-2.7585,0.2689,2.0215,0.1999
139.1525,344.9114,189.23,0.0297,0.0,0.0079,0.0052,0.0622,0.074,0.3589,0.0314,0.0611,0.009,0.0958,0.2868,26.7765,0.5695,0.6267,-5.4456,0.4267,2.5505,0.4464
148.6941,471.1005,95.456,0.0244,0.0,0.0213,0.0192,0.0565,0.0986,1.017,0.0136,0.037,0.0855,0.1652,0.1003,18.6129,0.5991,0.6137,-6.7837,0.1283,2.7353,0.2251
220.6383,511.0126,72.4977,0.0225,0.0,0.0093,0.0096,0.0232,0.0827,1.2523,0.0083,0.0125,0.0768,0.1541,0.1182,15.1237,0.6372,0.7467,-4.5455,0.1086,3.314,0.2799
106.6577,265.7884,87.0646,0.0032,0.0003,0.0206,0.0122,0.033,0.0702,0.6072,0.0562,0.0509,0.0134,0.0737,0.015,19.5188,0.5151,0.8009,-5.4117,0.3642,2.3362,0.1719
134.9398,175.5634,79.3719,0.0172,0.0002,0.0183,0.0085,0.0335,0.072,1.1182,0.0156,0.0694,0.1372,0.0823,0.2171,11.7688,0.3789,0.5904,-5.2171,0.3138,2.3035,0.423
93.5551,138.9847,187.4138,0.0214,0.0002,0.0122,0.0059,0.0112,0.0417,0.562,0.0177,0.0107,0.0535,0.141,0.0906,28.0925,0.3009,0.799,-6.7834,0.34,2.1718,0.3043
167.1466,366.211,163.0062,0.0026,0.0001,0.0201,0.0061,0.0115,0.059,0.8619,0.0552,0.0074,0.111,0.0439,0.2349,10.1788,0.4279,0.7148,-4.0618,0.1913,3.5996,0.2148
100.8995,421.2783,113.7442,0.025,0.0,0.0072,0.0026,0.0258,0.08,0.1095,0.039,0.0297,0.0898,0.146,0.1839,10.0148,0.5323,0.8004,-2.8948,0.2981,2.4629,0.5261
216.1465,117.8945,157.6683,0.0049,0.0002,0.0114,0.018,0.058,0.111,0.1133,0.0254,0.0721,0.0205,0.0508,0.1587,29.8933,0.5537,0.7998,-4.7418,0.2345,2.8056,0.4548
177.8347,291.9998,196.4439,0.0168,0.0001,0.0197,0.0115,0.0442,0.1176,1.0781,0.0332,0.0506,0.1192,0.1219,0.0438,11.8862,0.5383,0.5938,-7.1071,0.4264,2.3396,0.2749
121.6922,144.6528,191.0827,0.0277,0.0003,0.0189,0.0034,0.0314,0.0202,0.7507,0.009,0.035,0.0284,0.0692,0.1398,21.1542,0.4108,0.8151,-7.0619,0.4117,2.8328,0.2391
209.8278,178.7711,174.8319,0.003,0.0002,0.0033,0.0112,0.0141,0.08,1.0476,0.044,0.059,0.0275,0.0809,0.3034,10.1631,0.6631,0.8228,-7.0777,0.399,3.6014,0.1559
136.109,128.4434,95.1226,0.0107,0.0,0.0088,0.009,0.0086,0.0934,0.1053,0.015,0.0544,0.0757,0.1492,0.1187,20.4808,0.6727,0.7849,-5.7913,0.1424,2.3911,0.5205
99.7395,466.5982,120.231,0.0131,0.0001,0.0124,0.0094,0.0547,0.09,0.2321,0.0438,0.0676,0.0434,0.1076,0.072,13.204,0.3503,0.8215,-5.5343,0.081,2.9334,0.1985
195.6932,315.2346,169.106,0.0155,0.0001,0.0072,0.0178,0.0025,0.0293,1.1633,0.0228,0.0557,0.1275,0.0972,0.2827,16.3166,0.3653,0.6476,-4.7745,0.0862,2.8303,0.4349
218.6275,132.3639,72.1674,0.0031,0.0002,0.0114,0.0169,0.0056,0.1128,0.9091,0.0096,0.0184,0.0269,0.137,0.208,28.119,0.6682,0.602,-4.9781,0.3225,3.4527,0.2324
140.7541,388.819,120.3939,0.0243,0.0003,0.0208,0.007,0.0198,0.0311,0.5527,0.0527,0.0296,0.1129,0.0194,0.2005,27.5824,0.5589,0.7832,-5.2934,0.2821,1.8744,0.1216
159.6917,376.9387,164.3394,0.0072,0.0003,0.0044,0.016,0.0168,0.1061,1.0696,0.0114,0.078,0.0965,0.0243,0.2888,29.4301,0.4201,0.8216,-3.3153,0.1275,1.9706,0.1729
191.4322,152.8361,109.9086,0.0088,0.0,0.011,0.0052,0.027,0.0189,1.0062,0.0141,0.0116,0.137,0.0202,0.0261,13.6809,0.5883,0.6674,-3.2064,0.1906,3.3531,0.4058
152.033,503.6534,135.9414,0.0222,0.0003,0.0144,0.0081,0.0395,0.0524,1.1553,0.045,0.036,0.0954,0.0378,0.1955,13.5457,0.3816,0.6696,-4.7661,0.2202,3.6203,0.1157
161.0343,342.5068,132.4752,0.0022,0.0,0.0113,0.0081,0.0376,0.0708,1.1818,0.0123,0.0296,0.02,0.0451,0.1243,18.4458,0.5789,0.7371,-2.7753,0.2487,2.241,0.5168
119.9076,343.5068,117.0692,0.0258,0.0,0.0075,0.002,0.0157,0.1011,0.4792,0.0532,0.053,0.0434,0.1141,0.2484,10.1457,0.3896,0.7488,-5.2738,0.2903,3.4279,0.3485
170.0352,473.5797,128.8522,0.0185,0.0,0.0008,0.0162,0.0225,0.0266,0.7717,0.0412,0.0065,0.0539,0.0702,0.0982,12.549,0.5623,0.5991,-6.3477,0.2254,3.4713,0.2254
219.7657,331.4157,73.7664,0.0293,0.0002,0.0156,0.0077,0.0384,0.0947,0.9729,0.027,0.0389,0.1111,0.1624,0.1455,14.5681,0.5177,0.7656,-4.6047,0.1887,3.5513,0.4724
155.847,377.2715,152.3948,0.0259,0.0,0.0078,0.0019,0.0545,0.0929,1.2522,0.0197,0.0787,0.0988,0.0753,0.1605,16.351,0.6118,0.7398,-6.1579,0.1626,1.868,0.3125
211.8944,534.8395,110.5876,0.0279,0.0002,0.0043,0.0011,0.0336,0.0324,0.9448,0.0487,0.0369,0.0198,0.0169,0.0074,12.1889,0.3581,0.6658,-6.617,0.1913,1.82,0.2976
213.3052,544.8636,102.4123,0.0044,0.0001,0.0015,0.0089,0.0114,0.0606,1.1422,0.0254,0.0468,0.0408,0.1138,0.1469,12.8325,0.5122,0.5891,-5.09,0.3517,1.9556,0.1422
117.5401,338.7982,119.3857,0.0169,0.0002,0.0159,0.0194,0.0435,0.0693,0.6439,0.0318,0.0659,0.103,0.0281,0.124,22.0006,0.4228,0.7649,-3.031,0.207,3.3544,0.3857
151.114,231.5073,74.5822,0.0307,0.0002,0.0161,0.0159,0.0367,0.0556,1.1793,0.052,0.0738,0.0507,0.0588,0.1495,17.2198,0.5816,0.7699,-6.1287,0.2417,2.0846,0.1684
124.1246,229.4228,74.7877,0.013,0.0002,0.0154,0.019,0.0275,0.1095,0.6968,0.0128,0.0534,0.101,0.14,0.2405,25.1239,0.3166,0.7828,-6.0078,0.4462,3.1061,0.2685
89.2966,340.1946,100.3796,0.015,0.0001,0.0137,0.0049,0.027,0.0913,0.6341,0.043,0.0266,0.0768,0.0832,0.0187,25.7843,0.4116,0.7106,-4.7987,0.1864,2.7509,0.4007
194.5066,575.9801,128.981,0.0213,0.0003,0.0104,0.0102,0.039,0.1162,0.8371,0.0123,0.0071,0.0964,0.0944,0.2175,19.7986,0.2687,0.6265,-4.2799,0.3855,3.6245,0.4143
147.0023,110.0188,198.8697,0.0215,0.0,0.0105,0.0114,0.0565,0.1171,1.2388,0.0215,0.0684,0.131,0.1221,0.1903,13.0605,0.5549,0.5972,-5.6698,0.1252,3.5455,0.1542
196.0334,320.8496,87.768,0.0156,0.0002,0.0042,0.005,0.0567,0.0956,0.5384,0.0475,0.0638,0.1216,0.162,0.0775,11.2305,0.3289,0.7097,-5.8661,0.2183,3.5603,0.271
127.7191,193.7184,78.1768,0.0222,0.0,0.0081,0.011,0.0252,0.1148,0.7191,0.0169,0.047,0.113,0.043,0.1001,19.0202,0.3442,0.8042,-3.1289,0.1814,2.3605,0.2259
164.9101,450.6339,90.0056,0.019,0.0002,0.0201,0.0063,0.0474,0.0135,0.7347,0.0209,0.0354,0.1046,0.1187,0.2132,28.7601,0.5795,0.7634,-3.6718,0.3153,3.114,0.2801
156.4202,572.3678,193.8032,0.0312,0.0,0.0144,0.0016,0.0078,0.0247,0.666,0.0224,0.0572,0.0682,0.1048,0.2521,9.7802,0.2975,0.6573,-3.8245,0.1782,1.9615,0.0975
113.8791,322.0625,100.5611,0.0194,0.0001,0.0038,0.0051,0.0365,0.0865,1.2417,0.0206,0.0233,0.1055,0.0527,0.2613,21.8188,0.3987,0.6385,-6.8606,0.1929,2.8955,0.5015
211.8454,208.4641,170.0097,0.0123,0.0001,0.0108,0.0194,0.0347,0.114,1.0922,0.0277,0.0758,0.0404,0.1075,0.1864,28.4475,0.3038,0.7402,-6.8331,0.0641,3.3276,0.508
221.6861,501.7642,159.8668,0.0167,0.0001,0.0128,0.0026,0.0451,0.0282,0.2621,0.0314,0.0133,0.0654,0.0682,0.3038,17.556,0.4584,0.6301,-6.3622,0.1506,3.4886,0.3328
199.05,345.5235,161.3883,0.0155,0.0,0.0027,0.0156,0.0248,0.0118,0.6514,0.056,0.0719,0.1272,0.0987,0.096,28.4951,0.6661,0.6095,-6.5665,0.3215,1.969,0.128
217.2773,413.374,186.3794,0.0245,0.0002,0.0067,0.0085,0.0374,0.0372,0.8486,0.0476,0.0143,0.0259,0.0383,0.134,8.4942,0.6099,0.7699,-6.3666,0.389,2.0418,0.4853
129.9693,439.5602,149.193,0.0042,0.0002,0.0158,0.0063,0.061,0.1013,0.7245,0.021,0.0254,0.1087,0.0606,0.1101,21.7301,0.4307,0.6268,-5.8344,0.1534,1.9731,0.1279
175.8245,364.6656,120.3266,0.0258,0.0001,0.0208,0.0188,0.016,0.1005,0.6341,0.0091,0.0418,0.1322,0.1573,0.0127,18.4632,0.3212,0.6633,-3.4294,0.0836,3.5075,0.3015
107.3899,524.8166,130.7709,0.0224,0.0001,0.013,0.0072,0.0626,0.0326,0.5418,0.0075,0.0122,0.0824,0.1616,0.0813,10.2033,0.6701,0.6311,-3.2386,0.403,3.5107,0.2953
107.2809,275.9925,128.7751,0.0136,0.0001,0.0182,0.0162,0.0351,0.0873,0.2601,0.0131,0.0111,0.0216,0.0336,0.2485,26.3246,0.5073,0.6491,-3.1156,0.1642,3.454,0.1827
127.7432,524.8617,72.7009,0.029,0.0,0.0055,0.0111,0.0442,0.0302,0.7428,0.0385,0.0618,0.0321,0.0761,0.0968,19.9833,0.5323,0.6725,-2.7647,0.3948,2.4984,0.2459
165.4027,517.5297,162.0388,0.007,0.0002,0.012,0.0097,0.0029,0.0842,0.9458,0.0423,0.0679,0.043,0.0869,0.0982,21.6719,0.4828,0.7359,-6.7395,0.1645,3.0638,0.4806
194.7361,500.3021,135.0434,0.0271,0.0002,0.0117,0.0055,0.0133,0.0898,0.2543,0.0483,0.0717,0.026,0.1224,0.0853,20.7331,0.4807,0.7629,-6.5982,0.0961,2.5898,0.4898
128.5679,331.263,187.3792,0.0143,0.0001,0.0174,0.0063,0.0577,0.0943,0.822,0.0144,0.0376,0.0108,0.1215,0.2353,13.2958,0.3903,0.7188,-6.8572,0.2592,2.19,0.5107
94.302,484.6967,168.7822,0.0257,0.0003,0.0054,0.0195,0.052,0.0133,0.1425,0.0101,0.0065,0.0183,0.0136,0.0567,13.0396,0.4853,0.6975,-3.841,0.26,1.9344,0.4352
101.3675,120.5358,98.0762,0.0066,0.0,0.0139,0.001,0.0592,0.057,0.1192,0.045,0.0736,0.0146,0.0541,0.2032,21.9686,0.421,0.7251,-3.1826,0.3158,2.5291,0.3769
102.8284,470.3898,99.3651,0.0251,0.0001,0.0193,0.0188,0.0421,0.1118,0.7915,0.0209,0.0609,0.0648,0.0831,0.1878,24.4211,0.3526,0.772,-5.3978,0.1441,2.5822,0.1394
141.1469,214.7522,153.9601,0.002,0.0,0.0189,0.003,0.0268,0.1095,0.551,0.0496,0.0295,0.1048,0.0732,0.2023,28.953,0.5675,0.8143,-6.0241,0.0693,3.6637,0.4184
127.1293,230.465,162.4592,0.0176,0.0,0.0024,0.0119,0.0187,0.025,1.2886,0.0501,0.0732,0.1347,0.0788,0.0363,25.5737,0.6482,0.701,-6.1691,0.1896,3.1218,0.1269
102.507,494.4972,75.1184,0.0204,0.0001,0.0204,0.0122,0.0154,0.0445,0.6665,0.0065,0.0155,0.0189,0.1306,0.2071,20.305,0.6195,0.5857,-6.9087,0.2427,3.5537,0.2758
140.9724,113.9003,123.9872,0.006,0.0,0.0067,0.0014,0.0419,0.0892,0.873,0.0421,0.0597,0.0774,0.0745,0.1197,20.3444,0.3155,0.7484,-6.5974,0.281,3.0362,0.1724
117.7513,122.8808,163.3576,0.0208,0.0002,0.0099,0.0115,0.0166,0.0843,0.4608,0.0292,0.0194,0.0784,0.1615,0.1256,28.2315,0.6772,0.7446,-6.6023,0.1617,2.0376,0.4215
132.2256,573.722,135.7124,0.0019,0.0002,0.0085,0.0124,0.0056,0.0254,0.8974,0.0301,0.038,0.0624,0.0743,0.299,16.0827,0.3595,0.6731,-5.1807,0.1242,1.9632,0.357
194.9515,563.4795,86.2274,0.0266,0.0002,0.0099,0.0024,0.0046,0.1094,0.7396,0.0296,0.0457,0.1155,0.0973,0.112,15.3541,0.3639,0.7988,-3.2451,0.4502,1.8475,0.4103
112.1957,149.2227,151.9925,0.0236,0.0002,0.0059,0.0019,0.0444,0.1007,0.0998,0.0217,0.0456,0.0451,0.0173,0.2401,26.1035,0.2957,0.7401,-5.6315,0.3925,1.8659,0.2846
150.1627,354.9144,107.1137,0.003,0.0002,0.013,0.0169,0.059,0.1108,0.101,0.0274,0.0641,0.0929,0.1344,0.104,23.289,0.6648,0.697,-4.6194,0.4237,1.8718,0.1536
88.5862,203.5108,69.6325,0.029,0.0001,0.0122,0.005,0.0513,0.0363,0.4029,0.0288,0.0322,0.0179,0.1384,0.0535,13.9499,0.6366,0.6848,-4.3952,0.2972,2.6785,0.1731
194.6487,166.5062,161.0097,0.0197,0.0002,0.0108,0.002,0.0248,0.0784,0.5944,0.0352,0.0727,0.1015,0.0365,0.1547,11.3835,0.3648,0.6593,-6.3481,0.1293,3.1528,0.3079
213.6136,201.683,117.3521,0.0048,0.0002,0.0197,0.0133,0.0518,0.0894,0.4997,0.0249,0.0419,0.1328,0.1345,0.2535,13.2867,0.3833,0.8156,-3.3534,0.2627,2.9631,0.1927
118.8458,404.5384,119.0508,0.0329,0.0001,0.0187,0.0144,0.0564,0.0579,0.3526,0.0122,0.0581,0.1136,0.1368,0.2183,9.189,0.3507,0.6874,-6.0085,0.1385,1.8,0.1875
172.5634,498.6937,188.3296,0.0191,0.0,0.0203,0.0091,0.0086,0.0123,0.6722,0.0563,0.0419,0.0787,0.0285,0.1714,27.0534,0.646,0.8163,-3.9825,0.4488,1.8584,0.1134
195.2287,566.7719,141.2834,0.0069,0.0,0.0085,0.016,0.0626,0.0809,0.1936,0.0338,0.0426,0.061,0.1685,0.2341,23.1264,0.5581,0.6083,-4.8895,0.2506,2.0165,0.1978
210.8799,132.3566,129.3481,0.0037,0.0002,0.0143,0.0038,0.017,0.0467,0.3738,0.02,0.0702,0.046,0.1319,0.2434,16.4535,0.4642,0.7153,-4.1388,0.1921,3.5927,0.1968
204.0892,134.3767,170.6604,0.002,0.0001,0.0007,0.0123,0.0462,0.0489,0.389,0.0471,0.0539,0.0768,0.094,0.0479,16.2632,0.639,0.7015,-6.7777,0.4307,3.4901,0.3532
105.1712,527.2264,121.8695,0.0057,0.0001,0.0114,0.0107,0.0188,0.1097,0.1226,0.0443,0.021,0.0605,0.0491,0.0254,8.9675,0.4869,0.5912,-6.6893,0.3004,3.5125,0.1594
155.3663,354.6175,77.4397,0.0244,0.0001,0.0128,0.016,0.0456,0.0393,0.1815,0.012,0.0257,0.1118,0.1369,0.3116,10.5497,0.4972,0.7118,-6.9167,0.0821,2.4095,0.1657
150.044,418.8375,103.9,0.0256,0.0002,0.0136,0.0131,0.0156,0.0737,0.7132,0.0374,0.0322,0.0935,0.1602,0.1331,19.2251,0.4981,0.5773,-2.5451,0.3898,1.779,0.4765
176.0439,129.0078,70.7603,0.0017,0.0002,0.0174,0.0019,0.0566,0.0329,1.1694,0.0562,0.0766,0.1038,0.1059,0.2754,19.9823,0.4261,0.8123,-5.8781,0.35,3.511,0.273
215.6564,263.1281,157.714,0.0063,0.0001,0.0173,0.0192,0.0269,0.0815,0.3515,0.0102,0.0375,0.0189,0.0921,0.1619,21.0359,0.3348,0.6302,-4.8397,0.1549,1.7771,0.4194
103.0942,141.7519,168.1233,0.0305,0.0002,0.0158,0.0018,0.0473,0.0211,1.1971,0.0287,0.0717,0.0875,0.0742,0.1772,15.5389,0.3152,0.6939,-4.3416,0.4278,3.149,0.4178
133.3615,320.7013,192.9578,0.0212,0.0002,0.0061,0.0108,0.0459,0.0592,0.6581,0.0522,0.0551,0.1176,0.132,0.0069,15.422,0.6508,0.7558,-6.7282,0.1829,2.3308,0.3527
126.3039,394.8999,178.0605,0.0031,0.0,0.0033,0.014,0.0348,0.0192,1.0022,0.0487,0.0782,0.1189,0.0718,0.1669,20.1318,0.4549,0.6355,-2.8983,0.3904,2.3543,0.2914
212.8865,558.9762,183.718,0.0257,0.0002,0.0016,0.0156,0.0256,0.0358,1.0663,0.0058,0.0209,0.0925,0.1558,0.1289,15.4522,0.6002,0.8221,-5.9638,0.4499,1.9094,0.1052
207.9308,421.7826,160.8046,0.0246,0.0001,0.0187,0.0177,0.0108,0.0143,0.654,0.0455,0.0271,0.1178,0.1316,0.1172,12.7198,0.5073,0.5942,-4.3746,0.2475,3.1048,0.4097
189.3459,315.6098,92.3797,0.0121,0.0001,0.0105,0.0106,0.0385,0.1046,0.3715,0.0413,0.0306,0.0089,0.0676,0.1545,26.6354,0.3284,0.6803,-3.5803,0.4023,1.9902,0.1722
172.609,530.337,85.8455,0.0021,0.0001,0.021,0.013,0.0502,0.096,1.2487,0.0555,0.0157,0.0482,0.0544,0.1598,12.5171,0.3605,0.7965,-5.9041,0.4342,2.1172,0.2541
164.8,350.9259,117.5802,0.0274,0.0,0.0099,0.017,0.0116,0.1062,1.2537,0.0442,0.0171,0.1155,0.1572,0.1942,29.4216,0.3461,0.7838,-6.2225,0.3436,2.8227,0.3957
208.3758,257.0023,141.1547,0.011,0.0001,0.0129,0.007,0.0036,0.0979,0.4928,0.0069,0.0137,0.1088,0.1526,0.0048,15.5246,0.2707,0.7122,-5.1606,0.0974,1.8253,0.2542
175.4174,430.3316,151.1623,0.0032,0.0003,0.0052,0.0155,0.0365,0.1126,0.936,0.0452,0.0316,0.0929,0.0352,0.0451,22.243,0.5115,0.6497,-6.093,0.0668,1.9616,0.2891
180.6793,129.1828,118.4535,0.0054,0.0001,0.0183,0.0077,0.057,0.0962,1.2586,0.0229,0.0428,0.0723,0.137,0.0647,20.4909,0.4767,0.6037,-4.3917,0.4074,1.8621,0.1642
106.8001,364.6675,125.5651,0.0184,0.0002,0.021,0.0076,0.04,0.1039,1.2645,0.0046,0.0325,0.009,0.0888,0.1382,29.2639,0.3842,0.7759,-6.3649,0.4174,3.3254,0.1506
196.2395,575.6074,152.1379,0.0103,0.0001,0.0157,0.0106,0.0573,0.0346,0.567,0.0047,0.0289,0.0381,0.1023,0.1286,18.2088,0.6706,0.647,-6.1587,0.1761,3.098,0.4489
209.3588,559.1997,171.6588,0.029,0.0002,0.0053,0.0067,0.0465,0.0952,0.6902,0.0271,0.0231,0.059,0.1418,0.2223,9.1382,0.3738,0.6744,-4.1549,0.1752,2.3983,0.1062
154.1749,102.5765,108.4606,0.0052,0.0002,0.0184,0.0062,0.0339,0.1138,1.1782,0.0436,0.0279,0.0786,0.1489,0.1302,13.9332,0.5346,0.7078,-5.3649,0.4331,3.575,0.4187
103.2128,575.1331,85.7079,0.007,0.0,0.0158,0.0114,0.0248,0.0558,0.4364,0.0314,0.0714,0.1138,0.1249,0.1396,16.8439,0.3937,0.7461,-2.9991,0.1758,3.5148,0.3891
95.0795,552.706,115.2099,0.0212,0.0002,0.0167,0.0064,0.0072,0.0716,1.0344,0.031,0.0373,0.0361,0.0304,0.1583,12.9051,0.5423,0.6333,-4.437,0.3386,1.885,0.1987
91.4381,429.0238,112.016,0.0034,0.0003,0.0085,0.0096,0.0266,0.0134,0.9386,0.0107,0.0337,0.1182,0.0626,0.103,28.5177,0.5887,0.8102,-5.1418,0.0878,3.1222,0.3026
97.5602,511.2509,126.2066,0.0125,0.0002,0.0024,0.01,0.03,0.0129,0.9788,0.0277,0.0631,0.1148,0.0974,0.0611,17.2634,0.6583,0.5948,-3.42,0.2473,3.135,0.3819
179.888,436.1474,102.276,0.0182,0.0001,0.0077,0.0125,0.0588,0.0712,0.726,0.0479,0.0253,0.0456,0.0178,0.3064,23.0467,0.2816,0.6731,-4.0902,0.4148,3.3621,0.2026
150.308,453.1517,76.5089,0.024,0.0001,0.0148,0.0145,0.0026,0.0659,0.1239,0.0531,0.069,0.079,0.1545,0.0289,13.2023,0.5685,0.6157,-5.1467,0.086,2.1679,0.3104
204.519,222.1395,129.9949,0.0158,0.0002,0.0174,0.0102,0.0353,0.0722,0.4516,0.0521,0.0539,0.0082,0.1227,0.0715,19.9627,0.5426,0.6401,-6.397,0.1798,2.2385,0.325
151.1267,257.4054,163.8204,0.0145,0.0002,0.0093,0.0156,0.0252,0.0441,1.0885,0.0085,0.0564,0.092,0.0563,0.2895,13.3218,0.3088,0.6245,-2.5364,0.2457,2.5236,0.4377
180.7604,226.557,110.8046,0.0077,0.0002,0.0033,0.0045,0.0047,0.0751,1.0499,0.0116,0.009,0.13,0.0409,0.058,14.2252,0.3813,0.6473,-6.7052,0.1833,2.1406,0.3435
110.8397,276.3996,147.9104,0.0024,0.0002,0.0061,0.0122,0.0487,0.087,0.5152,0.0421,0.0372,0.0463,0.0962,0.1345,9.6738,0.2797,0.7131,-5.6582,0.2455,1.8707,0.2211
194.1418,422.0049,106.201,0.0294,0.0001,0.0139,0.0091,0.0222,0.0487,0.2641,0.0545,0.011,0.1031,0.1011,0.0448,17.4721,0.5666,0.7221,-3.0526,0.1952,2.8383,0.4491
149.2536,542.6934,153.0114,0.0291,0.0002,0.0166,0.0151,0.0209,0.0845,0.5219,0.02,0.0543,0.0743,0.1023,0.0115,23.4763,0.5609,0.5979,-3.366,0.077,2.6774,0.2103
191.2038,454.8662,169.7604,0.0127,0.0001,0.0117,0.0134,0.0531,0.0541,0.4816,0.0078,0.0165,0.0352,0.078,0.1105,11.9802,0.6024,0.6905,-5.2017,0.4094,3.4211,0.2388
153.5226,521.6314,157.6665,0.0218,0.0,0.0206,0.0157,0.0509,0.1087,0.2135,0.0538,0.0771,0.0745,0.0363,0.2965,9.8709,0.5392,0.6999,-6.1744,0.121,3.6593,0.4508
191.2849,551.617,81.1052,0.0195,0.0,0.0116,0.0102,0.061,0.0616,1.0102,0.0382,0.0258,0.1263,0.0445,0.177,9.5981,0.6812,0.6114,-6.8153,0.4232,2.6414,0.4672
97.8608,391.0589,171.4566,0.0274,0.0001,0.0053,0.0129,0.0571,0.0994,1.2907,0.0544,0.0451,0.0907,0.0842,0.0151,26.0521,0.3393,0.616,-2.8008,0.2656,1.8539,0.095
129.5403,370.4424,101.8467,0.0073,0.0002,0.0044,0.0011,0.0201,0.0721,0.7825,0.0274,0.0735,0.1362,0.0419,0.309,8.7558,0.6538,0.6596,-2.7683,0.2351,2.714,0.2266
183.7264,171.658,193.745,0.0318,0.0,0.0119,0.0053,0.0587,0.0241,0.8085,0.0198,0.0332,0.0461,0.1268,0.1852,14.7103,0.6795,0.6068,-4.3337,0.3965,3.6,0.2948
